tarih,urun_kodu,urun_adi,satis_adedi,birim_fiyat,promosyon_var_mi,resmi_tatil_mi
2022-11-24,TON160,Ton Balığı Konservesi 160g,511.0,53.81,0,0
2022-11-25,TON160,Ton Balığı Konservesi 160g,499.0,52.2,0,0
2022-11-26,TON160,Ton Balığı Konservesi 160g,430.0,53.1,0,0
2022-11-27,TON160,Ton Balığı Konservesi 160g,445.0,52.18,0,0
2022-11-28,TON160,Ton Balığı Konservesi 160g,485.0,54.19,0,0
2022-11-29,TON160,Ton Balığı Konservesi 160g,503.0,52.83,0,0
2022-11-30,TON160,Ton Balığı Konservesi 160g,506.0,53.96,0,0
2022-12-01,TON160,Ton Balığı Konservesi 160g,535.0,51.54,0,0
2022-12-02,TON160,Ton Balığı Konservesi 160g,540.0,54.53,0,0
2022-12-03,TON160,Ton Balığı Konservesi 160g,406.0,53.73,0,0
2022-12-04,TON160,Ton Balığı Konservesi 160g,364.0,51.71,0,0
2022-12-05,TON160,Ton Balığı Konservesi 160g,524.0,53.34,0,0
2022-12-06,TON160,Ton Balığı Konservesi 160g,668.0,55.17,1,0
2022-12-07,TON160,Ton Balığı Konservesi 160g,562.0,52.4,0,0
2022-12-08,TON160,Ton Balığı Konservesi 160g,422.0,52.71,0,0
2022-12-09,TON160,Ton Balığı Konservesi 160g,502.0,55.46,0,0
2022-12-10,TON160,Ton Balığı Konservesi 160g,353.0,54.01,0,0
2022-12-11,TON160,Ton Balığı Konservesi 160g,341.0,52.51,0,0
2022-12-12,TON160,Ton Balığı Konservesi 160g,521.0,52.65,0,0
2022-12-13,TON160,Ton Balığı Konservesi 160g,533.0,53.32,0,0
2022-12-14,TON160,Ton Balığı Konservesi 160g,526.0,51.93,0,0
2022-12-15,TON160,Ton Balığı Konservesi 160g,607.0,55.04,0,0
2022-12-16,TON160,Ton Balığı Konservesi 160g,578.0,54.0,0,0
2022-12-17,TON160,Ton Balığı Konservesi 160g,410.0,55.73,0,0
2022-12-18,TON160,Ton Balığı Konservesi 160g,343.0,54.23,0,0
2022-12-19,TON160,Ton Balığı Konservesi 160g,548.0,52.36,0,0
2022-12-20,TON160,Ton Balığı Konservesi 160g,505.0,52.71,0,0
2022-12-21,TON160,Ton Balığı Konservesi 160g,487.0,52.64,0,0
2022-12-22,TON160,Ton Balığı Konservesi 160g,564.0,52.75,0,0
2022-12-23,TON160,Ton Balığı Konservesi 160g,584.0,55.54,0,0
2022-12-24,TON160,Ton Balığı Konservesi 160g,341.0,54.32,0,0
2022-12-25,TON160,Ton Balığı Konservesi 160g,390.0,53.78,0,0
2022-12-26,TON160,Ton Balığı Konservesi 160g,533.0,53.98,0,0
2022-12-27,TON160,Ton Balığı Konservesi 160g,551.0,55.47,0,0
2022-12-28,TON160,Ton Balığı Konservesi 160g,575.5,53.86,0,0
2022-12-29,TON160,Ton Balığı Konservesi 160g,600.0,53.6,0,0
2022-12-30,TON160,Ton Balığı Konservesi 160g,454.0,54.33,0,0
2022-12-31,TON160,Ton Balığı Konservesi 160g,447.0,53.26,0,0
2023-01-01,TON160,Ton Balığı Konservesi 160g,255.6875,53.6,0,1
2023-01-02,TON160,Ton Balığı Konservesi 160g,542.0,55.52,0,0
2023-01-03,TON160,Ton Balığı Konservesi 160g,567.0,54.64,0,0
2023-01-04,TON160,Ton Balığı Konservesi 160g,566.0,54.48,0,0
2023-01-05,TON160,Ton Balığı Konservesi 160g,530.0,53.23,0,0
2023-01-06,TON160,Ton Balığı Konservesi 160g,477.0,52.92,0,0
2023-01-07,TON160,Ton Balığı Konservesi 160g,393.0,55.2,0,0
2023-01-08,TON160,Ton Balığı Konservesi 160g,441.0,55.16,0,0
2023-01-09,TON160,Ton Balığı Konservesi 160g,492.0,53.94,0,0
2023-01-10,TON160,Ton Balığı Konservesi 160g,520.0,53.69,0,0
2023-01-11,TON160,Ton Balığı Konservesi 160g,527.0,51.78,0,0
2023-01-12,TON160,Ton Balığı Konservesi 160g,521.0,53.86,0,0
2023-01-13,TON160,Ton Balığı Konservesi 160g,493.0,53.12,0,0
2023-01-14,TON160,Ton Balığı Konservesi 160g,451.0,54.18,0,0
2023-01-15,TON160,Ton Balığı Konservesi 160g,557.0,55.36,1,0
2023-01-16,TON160,Ton Balığı Konservesi 160g,543.0,54.73,0,0
2023-01-17,TON160,Ton Balığı Konservesi 160g,533.0,52.06,0,0
2023-01-18,TON160,Ton Balığı Konservesi 160g,556.0,52.98,0,0
2023-01-19,TON160,Ton Balığı Konservesi 160g,636.0,55.38,0,0
2023-01-20,TON160,Ton Balığı Konservesi 160g,476.0,54.13,0,0
2023-01-21,TON160,Ton Balığı Konservesi 160g,395.0,54.14,0,0
2023-01-22,TON160,Ton Balığı Konservesi 160g,392.0,54.83,0,0
2023-01-23,TON160,Ton Balığı Konservesi 160g,522.0,54.18,0,0
2023-01-24,TON160,Ton Balığı Konservesi 160g,572.0,53.79,0,0
2023-01-25,TON160,Ton Balığı Konservesi 160g,535.0,51.96,0,0
2023-01-26,TON160,Ton Balığı Konservesi 160g,622.0,54.9,0,0
2023-01-27,TON160,Ton Balığı Konservesi 160g,812.0,53.74,1,0
2023-01-28,TON160,Ton Balığı Konservesi 160g,380.0,56.02,0,0
2023-01-29,TON160,Ton Balığı Konservesi 160g,387.0,53.6,0,0
2023-01-30,TON160,Ton Balığı Konservesi 160g,806.0,54.13,1,0
2023-01-31,TON160,Ton Balığı Konservesi 160g,617.0,53.39,0,0
2023-02-01,TON160,Ton Balığı Konservesi 160g,494.0,53.38,0,0
2023-02-02,TON160,Ton Balığı Konservesi 160g,604.0,54.83,0,0
2023-02-03,TON160,Ton Balığı Konservesi 160g,569.0,54.47,0,0
2023-02-04,TON160,Ton Balığı Konservesi 160g,432.0,56.42,0,0
2023-02-05,TON160,Ton Balığı Konservesi 160g,379.0,54.35,0,0
2023-02-06,TON160,Ton Balığı Konservesi 160g,586.0,55.52,0,0
2023-02-07,TON160,Ton Balığı Konservesi 160g,535.0,54.8,0,0
2023-02-08,TON160,Ton Balığı Konservesi 160g,543.0,54.28,0,0
2023-02-09,TON160,Ton Balığı Konservesi 160g,523.0,54.04,0,0
2023-02-10,TON160,Ton Balığı Konservesi 160g,521.0,54.68,0,0
2023-02-11,TON160,Ton Balığı Konservesi 160g,327.0,54.6,0,0
2023-02-12,TON160,Ton Balığı Konservesi 160g,427.0,53.77,0,0
2023-02-13,TON160,Ton Balığı Konservesi 160g,576.0,53.46,0,0
2023-02-14,TON160,Ton Balığı Konservesi 160g,584.0,53.56,0,0
2023-02-15,TON160,Ton Balığı Konservesi 160g,535.0,54.15,0,0
2023-02-16,TON160,Ton Balığı Konservesi 160g,491.0,54.55,0,0
2023-02-17,TON160,Ton Balığı Konservesi 160g,607.0,55.56,0,0
2023-02-18,TON160,Ton Balığı Konservesi 160g,409.0,54.12,0,0
2023-02-19,TON160,Ton Balığı Konservesi 160g,390.0,55.38,0,0
2023-02-20,TON160,Ton Balığı Konservesi 160g,620.0,53.34,0,0
2023-02-21,TON160,Ton Balığı Konservesi 160g,523.0,54.14,0,0
2023-02-22,TON160,Ton Balığı Konservesi 160g,576.0,56.37,0,0
2023-02-23,TON160,Ton Balığı Konservesi 160g,507.0,54.88,0,0
2023-02-24,TON160,Ton Balığı Konservesi 160g,677.0,55.49,0,0
2023-02-25,TON160,Ton Balığı Konservesi 160g,551.0,55.59,1,0
2023-02-26,TON160,Ton Balığı Konservesi 160g,382.0,55.43,0,0
2023-02-27,TON160,Ton Balığı Konservesi 160g,534.0,54.29,0,0
2023-02-28,TON160,Ton Balığı Konservesi 160g,534.0,54.05,0,0
2023-03-01,TON160,Ton Balığı Konservesi 160g,539.0,54.3,0,0
2023-03-02,TON160,Ton Balığı Konservesi 160g,560.0,54.41,0,0
2023-03-03,TON160,Ton Balığı Konservesi 160g,557.0,54.81,0,0
2023-03-04,TON160,Ton Balığı Konservesi 160g,395.0,56.4,0,0
2023-03-05,TON160,Ton Balığı Konservesi 160g,404.0,57.18,0,0
2023-03-06,TON160,Ton Balığı Konservesi 160g,609.0,54.28,0,0
2023-03-07,TON160,Ton Balığı Konservesi 160g,444.0,54.7,0,0
2023-03-08,TON160,Ton Balığı Konservesi 160g,539.0,54.8,0,0
2023-03-09,TON160,Ton Balığı Konservesi 160g,510.0,56.58,0,0
2023-03-10,TON160,Ton Balığı Konservesi 160g,606.0,54.47,0,0
2023-03-11,TON160,Ton Balığı Konservesi 160g,523.0,55.28,1,0
2023-03-12,TON160,Ton Balığı Konservesi 160g,404.0,54.03,0,0
2023-03-13,TON160,Ton Balığı Konservesi 160g,697.0,54.85,1,0
2023-03-14,TON160,Ton Balığı Konservesi 160g,661.6666666666666,54.11,0,0
2023-03-15,TON160,Ton Balığı Konservesi 160g,626.3333333333334,53.82,0,0
2023-03-16,TON160,Ton Balığı Konservesi 160g,591.0,55.81,0,0
2023-03-17,TON160,Ton Balığı Konservesi 160g,539.0,54.95,0,0
2023-03-18,TON160,Ton Balığı Konservesi 160g,425.0,54.71,0,0
2023-03-19,TON160,Ton Balığı Konservesi 160g,377.0,52.97,0,0
2023-03-20,TON160,Ton Balığı Konservesi 160g,610.0,54.01,0,0
2023-03-21,TON160,Ton Balığı Konservesi 160g,478.0,54.48,0,0
2023-03-22,TON160,Ton Balığı Konservesi 160g,534.0,55.27,0,0
2023-03-23,TON160,Ton Balığı Konservesi 160g,521.0,54.43,0,0
2023-03-24,TON160,Ton Balığı Konservesi 160g,581.0,54.28,0,0
2023-03-25,TON160,Ton Balığı Konservesi 160g,387.0,55.32,0,0
2023-03-26,TON160,Ton Balığı Konservesi 160g,387.0,53.88,0,0
2023-03-27,TON160,Ton Balığı Konservesi 160g,563.0,55.39,0,0
2023-03-28,TON160,Ton Balığı Konservesi 160g,509.0,55.29,0,0
2023-03-29,TON160,Ton Balığı Konservesi 160g,629.0,52.48,0,0
2023-03-30,TON160,Ton Balığı Konservesi 160g,464.0,53.7,0,0
2023-03-31,TON160,Ton Balığı Konservesi 160g,475.0,55.31,0,0
2023-04-01,TON160,Ton Balığı Konservesi 160g,410.0,54.29,0,0
2023-04-02,TON160,Ton Balığı Konservesi 160g,405.0,57.15,0,0
2023-04-03,TON160,Ton Balığı Konservesi 160g,548.0,54.73,0,0
2023-04-04,TON160,Ton Balığı Konservesi 160g,552.5,53.23,0,0
2023-04-05,TON160,Ton Balığı Konservesi 160g,557.0,54.75,0,0
2023-04-06,TON160,Ton Balığı Konservesi 160g,465.0,57.41,0,0
2023-04-07,TON160,Ton Balığı Konservesi 160g,469.0,54.82,0,0
2023-04-08,TON160,Ton Balığı Konservesi 160g,366.0,54.73,0,0
2023-04-09,TON160,Ton Balığı Konservesi 160g,422.0,53.65,0,0
2023-04-10,TON160,Ton Balığı Konservesi 160g,255.6875,55.61,0,0
2023-04-11,TON160,Ton Balığı Konservesi 160g,684.0,54.75,0,0
2023-04-12,TON160,Ton Balığı Konservesi 160g,687.0,57.12,0,0
2023-04-13,TON160,Ton Balığı Konservesi 160g,654.0,56.26,0,0
2023-04-14,TON160,Ton Balığı Konservesi 160g,572.5,56.18,0,0
2023-04-15,TON160,Ton Balığı Konservesi 160g,491.0,53.3,0,0
2023-04-16,TON160,Ton Balığı Konservesi 160g,427.0,54.9,0,0
2023-04-17,TON160,Ton Balığı Konservesi 160g,638.0,55.65,0,0
2023-04-18,TON160,Ton Balığı Konservesi 160g,607.0,58.88,0,0
2023-04-19,TON160,Ton Balığı Konservesi 160g,736.0,54.12,0,0
2023-04-20,TON160,Ton Balığı Konservesi 160g,824.1875,55.33,1,0
2023-04-21,TON160,Ton Balığı Konservesi 160g,262.0,55.92,0,1
2023-04-22,TON160,Ton Balığı Konservesi 160g,255.6875,53.98,0,1
2023-04-23,TON160,Ton Balığı Konservesi 160g,255.6875,54.1,1,1
2023-04-24,TON160,Ton Balığı Konservesi 160g,255.6875,56.56,0,1
2023-04-25,TON160,Ton Balığı Konservesi 160g,507.0,55.22,0,0
2023-04-26,TON160,Ton Balığı Konservesi 160g,416.0,56.09,0,0
2023-04-27,TON160,Ton Balığı Konservesi 160g,555.0,56.39,0,0
2023-04-28,TON160,Ton Balığı Konservesi 160g,561.0,55.36,0,0
2023-04-29,TON160,Ton Balığı Konservesi 160g,317.0,54.09,0,0
2023-04-30,TON160,Ton Balığı Konservesi 160g,586.0,56.16,1,0
2023-05-01,TON160,Ton Balığı Konservesi 160g,255.6875,53.72,0,1
2023-05-02,TON160,Ton Balığı Konservesi 160g,566.0,56.51,0,0
2023-05-03,TON160,Ton Balığı Konservesi 160g,598.0,58.99,0,0
2023-05-04,TON160,Ton Balığı Konservesi 160g,607.0,56.63,0,0
2023-05-05,TON160,Ton Balığı Konservesi 160g,616.0,56.3,0,0
2023-05-06,TON160,Ton Balığı Konservesi 160g,389.0,55.55,0,0
2023-05-07,TON160,Ton Balığı Konservesi 160g,372.0,55.91,0,0
2023-05-08,TON160,Ton Balığı Konservesi 160g,561.0,56.06,0,0
2023-05-09,TON160,Ton Balığı Konservesi 160g,542.0,57.43,0,0
2023-05-10,TON160,Ton Balığı Konservesi 160g,543.0,56.55,0,0
2023-05-11,TON160,Ton Balığı Konservesi 160g,539.0,56.53,0,0
2023-05-12,TON160,Ton Balığı Konservesi 160g,582.0,56.47,0,0
2023-05-13,TON160,Ton Balığı Konservesi 160g,428.0,54.65,0,0
2023-05-14,TON160,Ton Balığı Konservesi 160g,378.0,55.67,0,0
2023-05-15,TON160,Ton Balığı Konservesi 160g,563.0,55.08,0,0
2023-05-16,TON160,Ton Balığı Konservesi 160g,567.0,55.89,0,0
2023-05-17,TON160,Ton Balığı Konservesi 160g,779.0,56.34,1,0
2023-05-18,TON160,Ton Balığı Konservesi 160g,552.0,59.03,0,0
2023-05-19,TON160,Ton Balığı Konservesi 160g,255.6875,55.12,0,1
2023-05-20,TON160,Ton Balığı Konservesi 160g,432.0,54.62,0,0
2023-05-21,TON160,Ton Balığı Konservesi 160g,351.0,56.78,0,0
2023-05-22,TON160,Ton Balığı Konservesi 160g,565.0,58.74,0,0
2023-05-23,TON160,Ton Balığı Konservesi 160g,575.0,56.52,0,0
2023-05-24,TON160,Ton Balığı Konservesi 160g,585.0,57.97,0,0
2023-05-25,TON160,Ton Balığı Konservesi 160g,591.0,56.96,0,0
2023-05-26,TON160,Ton Balığı Konservesi 160g,563.0,55.78,0,0
2023-05-27,TON160,Ton Balığı Konservesi 160g,389.0,56.71,0,0
2023-05-28,TON160,Ton Balığı Konservesi 160g,385.0,55.0,0,0
2023-05-29,TON160,Ton Balığı Konservesi 160g,553.0,54.99,0,0
2023-05-30,TON160,Ton Balığı Konservesi 160g,566.0,54.11,0,0
2023-05-31,TON160,Ton Balığı Konservesi 160g,719.0,54.3,1,0
2023-06-01,TON160,Ton Balığı Konservesi 160g,761.0,56.71,0,0
2023-06-02,TON160,Ton Balığı Konservesi 160g,734.0,56.91,0,0
2023-06-03,TON160,Ton Balığı Konservesi 160g,551.0,54.92,0,0
2023-06-04,TON160,Ton Balığı Konservesi 160g,556.0,54.96,0,0
2023-06-05,TON160,Ton Balığı Konservesi 160g,794.0,56.91,0,0
2023-06-06,TON160,Ton Balığı Konservesi 160g,669.0,56.25,0,0
2023-06-07,TON160,Ton Balığı Konservesi 160g,648.0,54.78,0,0
2023-06-08,TON160,Ton Balığı Konservesi 160g,770.0,54.41,0,0
2023-06-09,TON160,Ton Balığı Konservesi 160g,747.0,57.47,0,0
2023-06-10,TON160,Ton Balığı Konservesi 160g,596.0,56.25,0,0
2023-06-11,TON160,Ton Balığı Konservesi 160g,520.0,56.19,0,0
2023-06-12,TON160,Ton Balığı Konservesi 160g,696.0,56.26,0,0
2023-06-13,TON160,Ton Balığı Konservesi 160g,680.0,57.04,0,0
2023-06-14,TON160,Ton Balığı Konservesi 160g,755.0,55.56,0,0
2023-06-15,TON160,Ton Balığı Konservesi 160g,723.0,55.8,0,0
2023-06-16,TON160,Ton Balığı Konservesi 160g,715.0,55.99,0,0
2023-06-17,TON160,Ton Balığı Konservesi 160g,485.0,55.64,0,0
2023-06-18,TON160,Ton Balığı Konservesi 160g,546.0,55.49,0,0
2023-06-19,TON160,Ton Balığı Konservesi 160g,768.0,56.62,0,0
2023-06-20,TON160,Ton Balığı Konservesi 160g,824.1875,57.6,1,0
2023-06-21,TON160,Ton Balığı Konservesi 160g,715.0,57.45,0,0
2023-06-22,TON160,Ton Balığı Konservesi 160g,788.0,56.3,0,0
2023-06-23,TON160,Ton Balığı Konservesi 160g,696.0,57.12,0,0
2023-06-24,TON160,Ton Balığı Konservesi 160g,620.0,57.06,1,0
2023-06-25,TON160,Ton Balığı Konservesi 160g,450.0,56.8,0,0
2023-06-26,TON160,Ton Balığı Konservesi 160g,749.0,55.42,0,0
2023-06-27,TON160,Ton Balığı Konservesi 160g,819.0,53.53,0,0
2023-06-28,TON160,Ton Balığı Konservesi 160g,255.6875,57.51,0,1
2023-06-29,TON160,Ton Balığı Konservesi 160g,348.0,59.3,0,1
2023-06-30,TON160,Ton Balığı Konservesi 160g,265.0,56.4,0,1
2023-07-01,TON160,Ton Balığı Konservesi 160g,255.6875,58.53,0,1
2023-07-02,TON160,Ton Balığı Konservesi 160g,758.0,56.81,1,0
2023-07-03,TON160,Ton Balığı Konservesi 160g,702.0,56.47,0,0
2023-07-04,TON160,Ton Balığı Konservesi 160g,680.0,55.22,0,0
2023-07-05,TON160,Ton Balığı Konservesi 160g,645.0,56.38,0,0
2023-07-06,TON160,Ton Balığı Konservesi 160g,718.0,55.39,0,0
2023-07-07,TON160,Ton Balığı Konservesi 160g,666.0,54.61,0,0
2023-07-08,TON160,Ton Balığı Konservesi 160g,497.0,58.93,0,0
2023-07-09,TON160,Ton Balığı Konservesi 160g,671.0,56.21,1,0
2023-07-10,TON160,Ton Balığı Konservesi 160g,749.0,56.38,0,0
2023-07-11,TON160,Ton Balığı Konservesi 160g,694.0,57.35,0,0
2023-07-12,TON160,Ton Balığı Konservesi 160g,791.0,56.55,0,0
2023-07-13,TON160,Ton Balığı Konservesi 160g,713.0,55.09,0,0
2023-07-14,TON160,Ton Balığı Konservesi 160g,824.1875,56.98,1,0
2023-07-15,TON160,Ton Balığı Konservesi 160g,474.0,56.71,0,0
2023-07-16,TON160,Ton Balığı Konservesi 160g,457.0,57.58,0,0
2023-07-17,TON160,Ton Balığı Konservesi 160g,712.0,56.974999999999994,0,0
2023-07-18,TON160,Ton Balığı Konservesi 160g,659.0,56.37,0,0
2023-07-19,TON160,Ton Balığı Konservesi 160g,717.5,58.07,0,0
2023-07-20,TON160,Ton Balığı Konservesi 160g,776.0,55.59,0,0
2023-07-21,TON160,Ton Balığı Konservesi 160g,711.0,55.9,0,0
2023-07-22,TON160,Ton Balığı Konservesi 160g,518.0,57.88,0,0
2023-07-23,TON160,Ton Balığı Konservesi 160g,477.0,58.94,0,0
2023-07-24,TON160,Ton Balığı Konservesi 160g,709.0,56.74,0,0
2023-07-25,TON160,Ton Balığı Konservesi 160g,790.0,57.7,0,0
2023-07-26,TON160,Ton Balığı Konservesi 160g,708.0,57.09,0,0
2023-07-27,TON160,Ton Balığı Konservesi 160g,723.0,55.34,0,0
2023-07-28,TON160,Ton Balığı Konservesi 160g,752.0,56.3,0,0
2023-07-29,TON160,Ton Balığı Konservesi 160g,502.0,56.59,0,0
2023-07-30,TON160,Ton Balığı Konservesi 160g,438.0,55.41,0,0
2023-07-31,TON160,Ton Balığı Konservesi 160g,724.0,59.21,0,0
2023-08-01,TON160,Ton Balığı Konservesi 160g,664.0,57.57,0,0
2023-08-02,TON160,Ton Balığı Konservesi 160g,756.0,58.12,0,0
2023-08-03,TON160,Ton Balığı Konservesi 160g,656.0,56.22,0,0
2023-08-04,TON160,Ton Balığı Konservesi 160g,715.0,56.32,0,0
2023-08-05,TON160,Ton Balığı Konservesi 160g,693.0,57.36,1,0
2023-08-06,TON160,Ton Balığı Konservesi 160g,482.0,58.67,0,0
2023-08-07,TON160,Ton Balığı Konservesi 160g,716.0,55.96,0,0
2023-08-08,TON160,Ton Balığı Konservesi 160g,756.0,55.28,0,0
2023-08-09,TON160,Ton Balığı Konservesi 160g,697.0,57.34,0,0
2023-08-10,TON160,Ton Balığı Konservesi 160g,769.0,56.8,0,0
2023-08-11,TON160,Ton Balığı Konservesi 160g,702.0,58.27,0,0
2023-08-12,TON160,Ton Balığı Konservesi 160g,547.0,57.96,0,0
2023-08-13,TON160,Ton Balığı Konservesi 160g,503.0,57.68,0,0
2023-08-14,TON160,Ton Balığı Konservesi 160g,657.0,57.75,0,0
2023-08-15,TON160,Ton Balığı Konservesi 160g,703.0,57.41,0,0
2023-08-16,TON160,Ton Balığı Konservesi 160g,618.0,56.9,0,0
2023-08-17,TON160,Ton Balığı Konservesi 160g,824.1875,56.18,1,0
2023-08-18,TON160,Ton Balığı Konservesi 160g,733.0,58.4,0,0
2023-08-19,TON160,Ton Balığı Konservesi 160g,563.0,58.47,0,0
2023-08-20,TON160,Ton Balığı Konservesi 160g,699.0,57.78,1,0
2023-08-21,TON160,Ton Balığı Konservesi 160g,824.1875,56.3,1,0
2023-08-22,TON160,Ton Balığı Konservesi 160g,723.0,55.81,0,0
2023-08-23,TON160,Ton Balığı Konservesi 160g,765.0,58.41,0,0
2023-08-24,TON160,Ton Balığı Konservesi 160g,693.0,56.14,0,0
2023-08-25,TON160,Ton Balığı Konservesi 160g,603.0,56.57,0,0
2023-08-26,TON160,Ton Balığı Konservesi 160g,483.0,57.65,0,0
2023-08-27,TON160,Ton Balığı Konservesi 160g,537.0,59.25,0,0
2023-08-28,TON160,Ton Balığı Konservesi 160g,690.0,57.58,0,0
2023-08-29,TON160,Ton Balığı Konservesi 160g,702.0,57.68,0,0
2023-08-30,TON160,Ton Balığı Konservesi 160g,330.0,57.64,0,1
2023-08-31,TON160,Ton Balığı Konservesi 160g,707.0,56.35,0,0
2023-09-01,TON160,Ton Balığı Konservesi 160g,534.0,58.41,0,0
2023-09-02,TON160,Ton Balığı Konservesi 160g,415.0,59.43,0,0
2023-09-03,TON160,Ton Balığı Konservesi 160g,400.0,56.8,0,0
2023-09-04,TON160,Ton Balığı Konservesi 160g,516.0,56.83,0,0
2023-09-05,TON160,Ton Balığı Konservesi 160g,607.0,57.5,0,0
2023-09-06,TON160,Ton Balığı Konservesi 160g,550.0,58.53,0,0
2023-09-07,TON160,Ton Balığı Konservesi 160g,563.0,58.59,0,0
2023-09-08,TON160,Ton Balığı Konservesi 160g,545.0,56.36,0,0
2023-09-09,TON160,Ton Balığı Konservesi 160g,418.0,57.64,0,0
2023-09-10,TON160,Ton Balığı Konservesi 160g,365.0,57.08,0,0
2023-09-11,TON160,Ton Balığı Konservesi 160g,523.0,57.7,0,0
2023-09-12,TON160,Ton Balığı Konservesi 160g,558.5,57.39,0,0
2023-09-13,TON160,Ton Balığı Konservesi 160g,594.0,57.34,0,0
2023-09-14,TON160,Ton Balığı Konservesi 160g,590.0,59.43,0,0
2023-09-15,TON160,Ton Balığı Konservesi 160g,523.0,55.77,0,0
2023-09-16,TON160,Ton Balığı Konservesi 160g,336.0,57.62,0,0
2023-09-17,TON160,Ton Balığı Konservesi 160g,388.0,56.83,0,0
2023-09-18,TON160,Ton Balığı Konservesi 160g,552.0,57.34,0,0
2023-09-19,TON160,Ton Balığı Konservesi 160g,531.0,56.28,0,0
2023-09-20,TON160,Ton Balığı Konservesi 160g,552.0,58.07,0,0
2023-09-21,TON160,Ton Balığı Konservesi 160g,569.0,58.43,0,0
2023-09-22,TON160,Ton Balığı Konservesi 160g,557.0,57.45,0,0
2023-09-23,TON160,Ton Balığı Konservesi 160g,385.0,57.01,0,0
2023-09-24,TON160,Ton Balığı Konservesi 160g,428.0,56.73,0,0
2023-09-25,TON160,Ton Balığı Konservesi 160g,598.0,57.66,0,0
2023-09-26,TON160,Ton Balığı Konservesi 160g,512.0,58.35,0,0
2023-09-27,TON160,Ton Balığı Konservesi 160g,587.0,58.3,0,0
2023-09-28,TON160,Ton Balığı Konservesi 160g,555.0,57.93,0,0
2023-09-29,TON160,Ton Balığı Konservesi 160g,553.0,57.4,0,0
2023-09-30,TON160,Ton Balığı Konservesi 160g,376.0,58.33,0,0
2023-10-01,TON160,Ton Balığı Konservesi 160g,435.0,56.81,0,0
2023-10-02,TON160,Ton Balığı Konservesi 160g,527.0,58.79,0,0
2023-10-03,TON160,Ton Balığı Konservesi 160g,486.0,58.35,0,0
2023-10-04,TON160,Ton Balığı Konservesi 160g,599.0,55.82,0,0
2023-10-05,TON160,Ton Balığı Konservesi 160g,550.0,58.4,0,0
2023-10-06,TON160,Ton Balığı Konservesi 160g,694.0,58.42,0,0
2023-10-07,TON160,Ton Balığı Konservesi 160g,487.0,59.17,1,0
2023-10-08,TON160,Ton Balığı Konservesi 160g,427.0,56.22,0,0
2023-10-09,TON160,Ton Balığı Konservesi 160g,577.0,59.19,0,0
2023-10-10,TON160,Ton Balığı Konservesi 160g,568.0,57.26,0,0
2023-10-11,TON160,Ton Balığı Konservesi 160g,581.0,57.38,0,0
2023-10-12,TON160,Ton Balığı Konservesi 160g,528.0,59.39,0,0
2023-10-13,TON160,Ton Balığı Konservesi 160g,557.0,59.58,0,0
2023-10-14,TON160,Ton Balığı Konservesi 160g,353.0,58.85,0,0
2023-10-15,TON160,Ton Balığı Konservesi 160g,373.0,58.56,0,0
2023-10-16,TON160,Ton Balığı Konservesi 160g,616.0,58.86,0,0
2023-10-17,TON160,Ton Balığı Konservesi 160g,512.0,58.66,0,0
2023-10-18,TON160,Ton Balığı Konservesi 160g,569.0,59.07,0,0
2023-10-19,TON160,Ton Balığı Konservesi 160g,563.0,60.75,0,0
2023-10-20,TON160,Ton Balığı Konservesi 160g,586.0,57.68,0,0
2023-10-21,TON160,Ton Balığı Konservesi 160g,397.0,58.23,0,0
2023-10-22,TON160,Ton Balığı Konservesi 160g,390.0,57.32,0,0
2023-10-23,TON160,Ton Balığı Konservesi 160g,546.0,58.45,0,0
2023-10-24,TON160,Ton Balığı Konservesi 160g,565.0,57.74,0,0
2023-10-25,TON160,Ton Balığı Konservesi 160g,501.0,57.37,0,0
2023-10-26,TON160,Ton Balığı Konservesi 160g,782.0,59.29,1,0
2023-10-27,TON160,Ton Balığı Konservesi 160g,471.0,56.95,0,0
2023-10-28,TON160,Ton Balığı Konservesi 160g,390.0,57.31,0,0
2023-10-29,TON160,Ton Balığı Konservesi 160g,255.6875,59.86,0,1
2023-10-30,TON160,Ton Balığı Konservesi 160g,558.0,57.63,0,0
2023-10-31,TON160,Ton Balığı Konservesi 160g,491.0,58.41,0,0
2023-11-01,TON160,Ton Balığı Konservesi 160g,492.0,56.95,0,0
2023-11-02,TON160,Ton Balığı Konservesi 160g,590.0,61.48,0,0
2023-11-03,TON160,Ton Balığı Konservesi 160g,601.0,57.89,0,0
2023-11-04,TON160,Ton Balığı Konservesi 160g,428.0,57.94,0,0
2023-11-05,TON160,Ton Balığı Konservesi 160g,373.0,58.71,0,0
2023-11-06,TON160,Ton Balığı Konservesi 160g,558.0,59.43,0,0
2023-11-07,TON160,Ton Balığı Konservesi 160g,561.0,59.12,0,0
2023-11-08,TON160,Ton Balığı Konservesi 160g,587.0,58.91,0,0
2023-11-09,TON160,Ton Balığı Konservesi 160g,607.0,61.72,0,0
2023-11-10,TON160,Ton Balığı Konservesi 160g,538.0,58.96,0,0
2023-11-11,TON160,Ton Balığı Konservesi 160g,355.0,58.48,0,0
2023-11-12,TON160,Ton Balığı Konservesi 160g,362.0,59.51,0,0
2023-11-13,TON160,Ton Balığı Konservesi 160g,582.0,58.31,0,0
2023-11-14,TON160,Ton Balığı Konservesi 160g,530.0,58.48,0,0
